customer_id,name,age,gender,city,income,spending_score,tenure,monthly_visits,favorite_product,favorite_category,purchase_frequency,churn
347,Customer_347,20,Female,Dallas,24321,52,7,28,Laptop,Electronics,15,0
348,Customer_348,35,Female,Los Angeles,25660,10,1,15,Headphones,Electronics,9,0
349,Customer_349,50,Female,Houston,85169,38,8,29,Laptop,Sports,6,0
350,Customer_350,48,Male,Dallas,121915,45,7,16,Shoes,Electronics,2,0
351,Customer_351,33,Male,Los Angeles,52258,5,9,11,Phone,Electronics,3,0
352,Customer_352,23,Male,New York,82187,74,8,10,Shoes,Electronics,8,0
353,Customer_353,44,Female,Houston,52512,37,1,14,Headphones,Sports,2,0
354,Customer_354,42,Male,Los Angeles,23664,29,7,17,Headphones,Fashion,1,0
355,Customer_355,58,Female,Houston,37706,56,2,10,Watch,Electronics,2,0
356,Customer_356,37,Female,Houston,88020,76,4,29,Phone,Fashion,10,0
357,Customer_357,62,Female,Houston,87839,43,9,23,Watch,Fashion,11,0
358,Customer_358,47,Male,New York,140642,85,2,2,Headphones,Electronics,1,0
359,Customer_359,18,Male,Los Angeles,62118,84,9,17,Watch,Sports,2,0
360,Customer_360,60,Female,Houston,20826,51,5,19,Headphones,Fashion,11,0
361,Customer_361,31,Male,Los Angeles,136153,41,2,25,Watch,Sports,19,0
362,Customer_362,62,Male,Houston,74893,62,4,8,Phone,Electronics,1,0
363,Customer_363,24,Male,Los Angeles,34770,2,7,6,Headphones,Sports,8,0
364,Customer_364,41,Female,Houston,50704,47,6,7,Headphones,Electronics,3,0
365,Customer_365,37,Male,Dallas,55181,42,1,13,Watch,Sports,16,0
366,Customer_366,59,Male,Los Angeles,52264,97,7,12,Watch,Electronics,11,0
367,Customer_367,49,Female,Houston,45869,31,6,23,Watch,Fashion,18,0
368,Customer_368,31,Female,Chicago,47569,4,3,21,Laptop,Sports,11,0
369,Customer_369,60,Female,Houston,127922,10,4,19,Laptop,Fashion,13,0
370,Customer_370,28,Male,Los Angeles,35870,50,7,27,Shoes,Fashion,12,0
371,Customer_371,45,Male,Los Angeles,37754,29,2,16,Laptop,Fashion,6,0
372,Customer_372,39,Female,Los Angeles,21387,37,3,23,Headphones,Sports,19,0
373,Customer_373,53,Female,Houston,54435,20,4,22,Phone,Electronics,8,0
374,Customer_374,37,Female,Chicago,112884,90,3,19,Phone,Sports,16,0
375,Customer_375,53,Female,Los Angeles,101564,78,2,22,Headphones,Sports,9,0
376,Customer_376,63,Female,Los Angeles,49904,56,7,18,Shoes,Sports,19,0
377,Customer_377,36,Female,Houston,113445,16,6,23,Shoes,Sports,11,0
378,Customer_378,51,Female,Los Angeles,121630,78,4,24,Watch,Sports,5,0
379,Customer_379,27,Female,Chicago,64551,84,4,25,Phone,Fashion,1,0
380,Customer_380,47,Female,Houston,69571,85,5,4,Watch,Fashion,16,0
381,Customer_381,56,Male,New York,31712,89,5,4,Watch,Sports,5,0
382,Customer_382,47,Male,Dallas,46324,66,7,9,Shoes,Electronics,4,0
383,Customer_383,52,Female,Chicago,93489,8,8,2,Laptop,Fashion,1,1
384,Customer_384,33,Female,Dallas,88342,87,6,2,Headphones,Electronics,3,0
385,Customer_385,27,Female,Dallas,80103,34,7,18,Headphones,Fashion,16,0
386,Customer_386,40,Female,Los Angeles,24530,45,1,22,Phone,Sports,19,0
387,Customer_387,21,Female,Los Angeles,109712,27,1,1,Phone,Fashion,18,1
388,Customer_388,30,Female,Los Angeles,20978,63,9,17,Shoes,Sports,15,0
389,Customer_389,44,Female,Dallas,56527,79,5,13,Headphones,Electronics,2,0
390,Customer_390,27,Female,New York,63330,34,2,13,Laptop,Fashion,5,0
391,Customer_391,22,Male,Los Angeles,48155,53,5,14,Laptop,Sports,7,0
392,Customer_392,32,Male,New York,117879,91,5,4,Watch,Electronics,17,0
393,Customer_393,63,Female,Chicago,103860,96,2,26,Headphones,Electronics,19,0
394,Customer_394,23,Male,Dallas,49076,56,8,8,Shoes,Fashion,8,0
395,Customer_395,34,Female,New York,70026,19,1,3,Laptop,Electronics,14,1
396,Customer_396,31,Female,Los Angeles,34237,78,3,11,Laptop,Sports,16,0
397,Customer_397,38,Female,Dallas,66767,95,2,15,Phone,Fashion,16,0
398,Customer_398,18,Female,New York,88946,72,2,17,Phone,Fashion,12,0
399,Customer_399,56,Male,Los Angeles,81096,37,7,17,Watch,Electronics,9,0
400,Customer_400,60,Female,New York,126988,25,8,2,Shoes,Electronics,14,1
401,Customer_401,37,Female,Los Angeles,116946,96,1,8,Headphones,Electronics,15,0
402,Customer_402,51,Female,Houston,47745,57,1,19,Phone,Electronics,2,0
403,Customer_403,27,Male,Houston,27290,9,1,14,Phone,Fashion,1,0
404,Customer_404,49,Female,Houston,27771,45,3,15,Headphones,Electronics,19,0
405,Customer_405,54,Male,Los Angeles,71224,30,4,4,Shoes,Sports,13,0
406,Customer_406,47,Male,Houston,82831,58,1,22,Headphones,Electronics,4,0
407,Customer_407,63,Male,Houston,122641,81,3,10,Headphones,Electronics,1,0
408,Customer_408,34,Male,Dallas,21566,68,4,25,Laptop,Sports,18,0
409,Customer_409,36,Male,Houston,89940,27,6,17,Watch,Electronics,2,0
410,Customer_410,32,Female,Chicago,58984,71,8,16,Laptop,Sports,13,0
411,Customer_411,29,Male,Houston,25455,31,6,7,Headphones,Electronics,7,0
412,Customer_412,38,Male,Chicago,141764,84,2,2,Phone,Electronics,11,0
413,Customer_413,56,Male,Chicago,30952,82,3,4,Laptop,Electronics,3,0
414,Customer_414,40,Female,Chicago,102885,41,3,24,Phone,Electronics,8,0
415,Customer_415,37,Female,New York,36163,78,8,6,Phone,Electronics,13,0
416,Customer_416,51,Female,Los Angeles,70205,98,9,7,Laptop,Fashion,1,0
417,Customer_417,40,Female,Los Angeles,136464,43,1,5,Headphones,Sports,9,0
418,Customer_418,30,Female,Houston,56603,82,4,3,Laptop,Electronics,10,0
419,Customer_419,55,Male,Los Angeles,91974,42,4,5,Shoes,Sports,10,0
420,Customer_420,60,Male,Chicago,92253,51,6,3,Watch,Sports,5,0
421,Customer_421,39,Male,Dallas,91912,96,9,20,Headphones,Fashion,7,0
422,Customer_422,36,Male,Chicago,140380,80,9,14,Laptop,Electronics,4,0
423,Customer_423,35,Male,New York,49158,52,5,16,Shoes,Fashion,12,0
424,Customer_424,42,Male,Houston,123700,51,2,15,Headphones,Electronics,12,0
425,Customer_425,48,Male,Los Angeles,56397,22,5,5,Watch,Electronics,8,0
426,Customer_426,28,Female,Dallas,85687,95,7,16,Headphones,Electronics,10,0
427,Customer_427,36,Female,New York,106788,9,4,27,Shoes,Fashion,6,0
428,Customer_428,54,Male,Dallas,34354,36,7,3,Phone,Sports,7,0
429,Customer_429,64,Female,Houston,96465,48,8,14,Laptop,Sports,15,0
430,Customer_430,42,Male,Los Angeles,124314,77,8,22,Phone,Fashion,17,0
431,Customer_431,52,Male,New York,40145,10,6,18,Watch,Fashion,7,0
432,Customer_432,27,Male,Chicago,72293,11,2,26,Headphones,Sports,10,0
433,Customer_433,42,Female,Dallas,78329,50,6,27,Watch,Fashion,18,0
434,Customer_434,31,Male,Dallas,34191,59,4,16,Watch,Sports,3,0
435,Customer_435,25,Female,Chicago,124970,97,4,7,Headphones,Electronics,17,0
436,Customer_436,64,Female,Los Angeles,140482,15,9,13,Laptop,Electronics,17,0
437,Customer_437,27,Male,Houston,143390,69,1,18,Laptop,Sports,9,0
438,Customer_438,59,Male,New York,76865,90,2,24,Phone,Sports,19,0
439,Customer_439,60,Male,Houston,131788,54,9,17,Laptop,Fashion,3,0
440,Customer_440,34,Male,New York,78257,58,7,18,Phone,Fashion,17,0
441,Customer_441,61,Male,Houston,27302,70,8,27,Laptop,Electronics,1,0
442,Customer_442,30,Male,New York,20807,67,2,24,Watch,Electronics,7,0
443,Customer_443,21,Male,Chicago,48826,23,8,9,Shoes,Sports,18,0
444,Customer_444,64,Female,Houston,58618,5,4,26,Watch,Sports,14,0
445,Customer_445,29,Female,Chicago,107176,6,8,25,Watch,Electronics,1,0
446,Customer_446,24,Male,Houston,143899,21,6,2,Headphones,Sports,6,1
447,Customer_447,24,Female,Los Angeles,130118,2,4,5,Laptop,Electronics,6,0
448,Customer_448,57,Female,Los Angeles,68477,71,8,23,Laptop,Sports,11,0
449,Customer_449,49,Female,New York,57419,51,8,5,Headphones,Electronics,11,0
450,Customer_450,28,Female,Dallas,59884,17,6,8,Phone,Sports,12,0
451,Customer_451,34,Female,New York,96841,14,9,23,Shoes,Electronics,1,0
452,Customer_452,34,Female,Los Angeles,119984,23,2,20,Laptop,Electronics,17,0
453,Customer_453,55,Male,New York,118624,17,9,2,Shoes,Fashion,4,1
454,Customer_454,42,Female,Los Angeles,100017,54,6,13,Laptop,Electronics,18,0
455,Customer_455,46,Male,Houston,62183,30,9,2,Laptop,Fashion,16,0
456,Customer_456,56,Female,Houston,139940,79,9,2,Shoes,Sports,7,0
457,Customer_457,42,Female,Houston,38501,56,6,9,Shoes,Sports,12,0
458,Customer_458,50,Female,Dallas,48968,61,2,5,Phone,Fashion,16,0
459,Customer_459,58,Female,Chicago,112755,92,6,11,Shoes,Sports,3,0
460,Customer_460,26,Female,New York,88849,11,6,11,Laptop,Sports,19,0
461,Customer_461,51,Female,Chicago,71019,59,1,20,Phone,Electronics,5,0
462,Customer_462,43,Male,Chicago,93296,24,4,10,Laptop,Sports,1,0
463,Customer_463,35,Male,Houston,59062,85,5,23,Headphones,Sports,9,0
464,Customer_464,62,Male,Chicago,115910,94,4,28,Laptop,Fashion,9,0
465,Customer_465,55,Male,Chicago,74592,26,7,26,Watch,Electronics,10,0
466,Customer_466,28,Female,New York,101583,70,1,26,Headphones,Electronics,6,0
467,Customer_467,44,Male,Los Angeles,103894,53,2,10,Phone,Sports,13,0
468,Customer_468,36,Male,Chicago,135794,17,3,1,Shoes,Electronics,15,1
469,Customer_469,20,Male,Chicago,140913,66,7,11,Shoes,Fashion,5,0
470,Customer_470,58,Male,Los Angeles,149469,3,6,5,Phone,Fashion,8,0
471,Customer_471,37,Female,Houston,147071,82,2,27,Phone,Fashion,12,0
472,Customer_472,21,Female,Chicago,137667,23,9,16,Shoes,Fashion,12,0
473,Customer_473,57,Male,Dallas,113139,38,6,17,Headphones,Fashion,12,0
474,Customer_474,58,Male,Houston,114235,64,9,15,Headphones,Fashion,12,0
475,Customer_475,49,Male,Chicago,84710,39,3,23,Phone,Electronics,9,0
476,Customer_476,54,Female,Dallas,110223,46,4,23,Shoes,Electronics,18,0
477,Customer_477,62,Male,Chicago,31911,62,3,27,Watch,Fashion,3,0
478,Customer_478,59,Male,Houston,61569,21,2,3,Headphones,Fashion,15,1
479,Customer_479,45,Male,Chicago,149192,91,1,25,Shoes,Sports,2,0
480,Customer_480,43,Female,Dallas,131101,59,5,1,Headphones,Sports,10,0
481,Customer_481,47,Male,Chicago,130444,67,3,19,Phone,Fashion,12,0
482,Customer_482,19,Male,New York,103233,56,9,6,Phone,Sports,1,0
483,Customer_483,35,Male,Houston,89090,58,3,5,Watch,Electronics,10,0
484,Customer_484,62,Female,Los Angeles,141369,36,6,8,Watch,Sports,12,0
485,Customer_485,23,Male,Houston,67553,97,3,3,Headphones,Sports,2,0
486,Customer_486,28,Male,Dallas,104091,74,1,3,Phone,Electronics,18,0
487,Customer_487,58,Female,New York,105323,24,5,27,Watch,Fashion,17,0
488,Customer_488,34,Female,Chicago,87988,69,8,4,Phone,Electronics,14,0
489,Customer_489,49,Male,New York,40812,57,5,21,Watch,Sports,12,0
490,Customer_490,30,Male,Houston,68282,13,1,11,Laptop,Sports,4,0
491,Customer_491,44,Male,Houston,94264,20,7,14,Headphones,Fashion,16,0
492,Customer_492,27,Female,Los Angeles,63414,91,9,26,Shoes,Electronics,4,0
493,Customer_493,60,Female,Houston,36058,73,9,29,Headphones,Fashion,18,0
494,Customer_494,35,Male,Chicago,91075,85,2,10,Shoes,Electronics,3,0
495,Customer_495,25,Male,Houston,60892,72,9,5,Watch,Sports,6,0
496,Customer_496,35,Male,New York,72519,52,3,28,Headphones,Sports,1,0
497,Customer_497,24,Female,Dallas,103241,67,1,29,Watch,Fashion,10,0
498,Customer_498,55,Male,New York,81137,66,1,26,Shoes,Sports,12,0
499,Customer_499,56,Female,Houston,28641,25,9,7,Headphones,Sports,5,0
500,Customer_500,20,Male,Houston,72586,58,7,7,Headphones,Fashion,13,0
501,Customer_501,47,Male,Dallas,29489,50,3,21,Headphones,Sports,2,0
502,Customer_502,51,Female,New York,111975,17,7,26,Headphones,Electronics,13,0
503,Customer_503,26,Female,Houston,51584,70,1,4,Watch,Fashion,5,0
504,Customer_504,51,Female,Houston,31939,15,4,12,Headphones,Electronics,19,0
505,Customer_505,47,Male,Los Angeles,85385,13,4,10,Headphones,Sports,8,0
506,Customer_506,50,Female,Chicago,136274,68,4,4,Phone,Fashion,15,0
507,Customer_507,24,Male,New York,73374,10,8,19,Laptop,Electronics,14,0
508,Customer_508,40,Male,Dallas,92365,75,2,28,Headphones,Electronics,5,0
509,Customer_509,31,Male,Houston,76869,45,2,23,Shoes,Electronics,2,0
510,Customer_510,29,Female,Los Angeles,121718,12,9,8,Phone,Fashion,5,0
511,Customer_511,61,Female,Dallas,90520,44,2,24,Watch,Sports,17,0
512,Customer_512,36,Male,Dallas,37836,52,4,28,Laptop,Fashion,15,0
513,Customer_513,27,Female,New York,71453,53,8,5,Shoes,Electronics,6,0
514,Customer_514,26,Male,Dallas,75802,91,5,5,Watch,Sports,14,0
515,Customer_515,28,Female,New York,138070,77,9,18,Phone,Fashion,16,0
516,Customer_516,20,Female,Dallas,122777,81,7,26,Phone,Electronics,15,0
517,Customer_517,35,Female,Dallas,83938,59,1,2,Shoes,Fashion,3,0
518,Customer_518,57,Female,Houston,120700,55,5,6,Headphones,Sports,10,0
519,Customer_519,53,Male,New York,103078,68,6,10,Phone,Electronics,18,0
520,Customer_520,46,Female,Dallas,125113,7,7,24,Laptop,Fashion,13,0
521,Customer_521,33,Female,Dallas,25245,15,5,11,Headphones,Sports,3,0
522,Customer_522,23,Male,Chicago,121191,53,5,19,Headphones,Fashion,13,0
523,Customer_523,21,Female,Chicago,99642,52,1,3,Headphones,Electronics,12,0
524,Customer_524,61,Female,Dallas,44622,97,5,6,Watch,Fashion,13,0
525,Customer_525,22,Female,Houston,33899,53,3,11,Shoes,Electronics,17,0
526,Customer_526,41,Male,Los Angeles,59245,49,1,26,Headphones,Sports,13,0
527,Customer_527,64,Male,New York,129279,13,4,21,Watch,Electronics,17,0
528,Customer_528,23,Male,Chicago,21327,70,7,18,Phone,Sports,8,0
529,Customer_529,44,Male,Dallas,58201,17,9,7,Headphones,Sports,12,0
530,Customer_530,20,Male,Chicago,36762,84,3,18,Headphones,Fashion,14,0
531,Customer_531,23,Male,Chicago,42627,90,2,25,Phone,Electronics,5,0
532,Customer_532,37,Male,Chicago,124028,65,4,26,Headphones,Sports,2,0
533,Customer_533,35,Female,Houston,128729,58,3,24,Phone,Fashion,10,0
534,Customer_534,60,Female,Dallas,130604,80,8,27,Phone,Sports,11,0
535,Customer_535,21,Male,Chicago,64686,33,4,22,Headphones,Sports,5,0
536,Customer_536,42,Female,New York,137442,71,7,29,Watch,Fashion,10,0
537,Customer_537,45,Male,Chicago,83519,74,2,25,Headphones,Fashion,14,0
538,Customer_538,49,Female,Houston,116659,39,4,26,Laptop,Electronics,15,0
539,Customer_539,26,Male,Los Angeles,38881,78,3,28,Phone,Electronics,12,0
540,Customer_540,34,Male,Houston,117948,17,6,24,Phone,Electronics,4,0
541,Customer_541,58,Male,Houston,81060,57,4,3,Headphones,Electronics,10,0
542,Customer_542,63,Female,New York,37935,7,9,8,Laptop,Electronics,16,0
543,Customer_543,18,Female,Los Angeles,93090,20,1,9,Laptop,Sports,3,0
544,Customer_544,44,Male,Los Angeles,149474,54,7,8,Laptop,Fashion,19,0
545,Customer_545,33,Female,Chicago,98311,48,6,20,Shoes,Sports,4,0
546,Customer_546,23,Female,New York,95546,24,5,18,Watch,Sports,2,0
547,Customer_547,61,Male,Dallas,84947,95,7,11,Headphones,Sports,16,0
548,Customer_548,50,Male,New York,146379,57,6,2,Shoes,Fashion,15,0
549,Customer_549,57,Male,Houston,42218,96,4,8,Watch,Sports,7,0
550,Customer_550,39,Male,Chicago,97650,96,7,24,Shoes,Sports,17,0
551,Customer_551,63,Female,Los Angeles,146741,19,7,8,Watch,Electronics,4,0
552,Customer_552,48,Male,Dallas,100999,54,1,6,Headphones,Sports,12,0
553,Customer_553,61,Female,Dallas,102951,74,1,22,Shoes,Electronics,18,0
554,Customer_554,30,Male,Chicago,23505,39,5,8,Watch,Electronics,6,0
555,Customer_555,28,Male,Dallas,122730,45,2,22,Phone,Electronics,15,0
556,Customer_556,46,Female,Los Angeles,79768,42,2,14,Phone,Electronics,14,0
557,Customer_557,51,Male,New York,32044,5,8,26,Watch,Electronics,18,0
558,Customer_558,44,Female,New York,102831,63,2,9,Watch,Sports,13,0
559,Customer_559,56,Male,Los Angeles,108963,61,6,5,Laptop,Fashion,6,0
560,Customer_560,42,Male,Chicago,108840,75,6,21,Watch,Fashion,8,0
561,Customer_561,48,Female,Los Angeles,59357,43,7,22,Phone,Fashion,6,0
562,Customer_562,53,Female,New York,54198,64,5,25,Headphones,Fashion,15,0
563,Customer_563,40,Male,Houston,109392,16,6,18,Shoes,Sports,1,0
564,Customer_564,46,Female,New York,43745,98,3,2,Laptop,Sports,9,0
565,Customer_565,62,Female,Dallas,28528,84,6,5,Phone,Fashion,13,0
566,Customer_566,27,Female,Dallas,113964,58,9,3,Laptop,Fashion,15,0
567,Customer_567,61,Male,Houston,67991,84,6,21,Phone,Electronics,12,0
568,Customer_568,41,Female,Chicago,103438,55,3,7,Phone,Sports,9,0
569,Customer_569,31,Male,Dallas,22425,52,4,9,Watch,Electronics,4,0
570,Customer_570,45,Male,Los Angeles,134846,55,8,29,Watch,Electronics,14,0
571,Customer_571,62,Male,New York,116886,31,9,8,Headphones,Electronics,10,0
572,Customer_572,47,Female,Chicago,97652,39,6,26,Headphones,Electronics,18,0
573,Customer_573,25,Female,Los Angeles,20579,56,8,29,Watch,Fashion,15,0
574,Customer_574,25,Female,Dallas,139759,66,5,9,Headphones,Electronics,17,0
575,Customer_575,61,Female,Houston,82522,69,6,1,Shoes,Sports,2,0
576,Customer_576,33,Female,Dallas,104305,37,4,23,Phone,Sports,19,0
577,Customer_577,41,Female,Chicago,80162,7,2,24,Headphones,Fashion,4,0
578,Customer_578,59,Male,Houston,110389,95,8,7,Phone,Sports,14,0
579,Customer_579,50,Male,New York,45504,10,3,11,Watch,Fashion,12,0
580,Customer_580,31,Female,Houston,20223,23,2,14,Watch,Sports,1,0
581,Customer_581,18,Female,Dallas,127300,67,4,7,Watch,Sports,19,0
582,Customer_582,26,Male,Dallas,129091,97,1,5,Watch,Sports,7,0
583,Customer_583,53,Female,New York,61091,86,1,28,Shoes,Sports,16,0
584,Customer_584,64,Male,Dallas,62549,45,8,21,Shoes,Sports,19,0
585,Customer_585,59,Male,Chicago,107068,20,3,16,Watch,Electronics,6,0
586,Customer_586,22,Female,Dallas,90030,54,3,12,Watch,Fashion,9,0
587,Customer_587,48,Female,Chicago,37595,36,1,15,Laptop,Sports,9,0
588,Customer_588,49,Female,Chicago,129902,80,9,1,Laptop,Fashion,6,0
589,Customer_589,45,Female,Los Angeles,28680,28,4,21,Shoes,Electronics,6,0
590,Customer_590,50,Male,Los Angeles,81024,85,8,26,Laptop,Electronics,6,0
591,Customer_591,30,Male,New York,67590,6,9,4,Phone,Sports,12,1
592,Customer_592,39,Female,New York,93075,95,8,14,Shoes,Fashion,16,0
593,Customer_593,36,Female,Chicago,105974,17,7,29,Phone,Electronics,4,0
594,Customer_594,54,Male,Chicago,64845,81,9,9,Watch,Fashion,17,0
595,Customer_595,27,Male,Houston,102986,82,8,7,Watch,Sports,9,0
596,Customer_596,64,Male,Chicago,21811,24,7,5,Shoes,Electronics,15,0
597,Customer_597,27,Male,Los Angeles,124541,47,2,11,Shoes,Electronics,15,0
598,Customer_598,60,Female,Houston,34945,32,4,1,Watch,Sports,15,0
599,Customer_599,34,Female,Chicago,135124,39,2,13,Laptop,Electronics,6,0
600,Customer_600,62,Female,New York,115505,19,1,13,Laptop,Fashion,16,0
601,Customer_601,54,Female,New York,62152,75,3,13,Shoes,Fashion,17,0
602,Customer_602,58,Female,Houston,50012,21,3,29,Laptop,Sports,10,0
603,Customer_603,40,Female,Dallas,123917,86,4,8,Shoes,Electronics,1,0
604,Customer_604,35,Male,Houston,67809,20,3,2,Headphones,Electronics,6,1
605,Customer_605,20,Female,Houston,27823,12,4,18,Headphones,Sports,3,0
606,Customer_606,52,Female,Chicago,74403,59,7,3,Watch,Fashion,11,0
607,Customer_607,60,Female,Houston,70732,44,4,1,Phone,Electronics,17,0
608,Customer_608,57,Male,Chicago,126732,55,7,28,Laptop,Fashion,2,0
609,Customer_609,26,Male,Houston,58325,66,6,14,Shoes,Fashion,14,0
610,Customer_610,23,Male,Chicago,108932,37,6,4,Headphones,Fashion,18,0
611,Customer_611,23,Male,New York,112866,74,1,13,Headphones,Sports,3,0
612,Customer_612,33,Male,Los Angeles,55940,78,5,13,Headphones,Sports,8,0
613,Customer_613,54,Male,Chicago,119040,13,3,7,Laptop,Sports,1,0
614,Customer_614,24,Male,Chicago,50962,77,5,15,Watch,Sports,8,0
615,Customer_615,18,Female,Houston,119462,67,8,19,Laptop,Fashion,5,0
616,Customer_616,49,Male,Chicago,85275,49,7,6,Watch,Electronics,2,0
617,Customer_617,49,Male,Los Angeles,51752,2,7,7,Phone,Sports,18,0
618,Customer_618,53,Male,New York,52020,26,1,28,Phone,Sports,7,0
619,Customer_619,59,Female,Dallas,63276,14,5,17,Watch,Electronics,9,0
620,Customer_620,46,Female,Dallas,60381,29,9,17,Laptop,Sports,11,0
621,Customer_621,33,Male,Houston,35770,47,6,5,Watch,Fashion,7,0
622,Customer_622,23,Male,Los Angeles,93836,95,2,15,Watch,Electronics,2,0
623,Customer_623,59,Male,New York,101247,37,7,22,Laptop,Electronics,1,0
624,Customer_624,60,Female,New York,60198,92,1,27,Phone,Fashion,2,0
625,Customer_625,59,Male,Houston,46970,71,1,1,Laptop,Sports,1,0
626,Customer_626,22,Female,Houston,45036,50,5,21,Laptop,Fashion,15,0
627,Customer_627,57,Female,Los Angeles,23126,73,9,10,Laptop,Electronics,7,0
628,Customer_628,51,Female,Dallas,53313,17,6,17,Phone,Sports,10,0
629,Customer_629,23,Female,New York,89098,54,8,3,Laptop,Electronics,18,0
630,Customer_630,38,Male,Houston,70322,19,5,19,Shoes,Sports,18,0
631,Customer_631,57,Male,Chicago,57106,51,5,27,Watch,Electronics,4,0
632,Customer_632,48,Male,New York,108008,56,6,24,Shoes,Fashion,2,0
633,Customer_633,55,Male,Houston,83361,29,5,14,Watch,Fashion,8,0
634,Customer_634,49,Female,Chicago,60150,90,2,11,Phone,Fashion,19,0
635,Customer_635,56,Male,Chicago,103733,67,4,3,Laptop,Sports,10,0
636,Customer_636,40,Male,Los Angeles,38062,23,4,13,Laptop,Fashion,1,0
637,Customer_637,43,Female,Los Angeles,129122,2,1,18,Headphones,Fashion,18,0
638,Customer_638,53,Male,Los Angeles,91345,29,4,10,Laptop,Fashion,10,0
639,Customer_639,29,Female,New York,22509,98,6,24,Laptop,Electronics,2,0
640,Customer_640,25,Female,Chicago,53220,8,5,17,Laptop,Sports,8,0
641,Customer_641,44,Male,Chicago,94622,41,6,9,Laptop,Fashion,9,0
642,Customer_642,20,Female,Houston,40632,11,4,18,Shoes,Electronics,16,0
643,Customer_643,30,Female,New York,93157,25,8,19,Headphones,Electronics,9,0
644,Customer_644,22,Female,Dallas,34484,94,2,27,Shoes,Electronics,15,0
645,Customer_645,64,Male,Houston,75952,64,6,29,Phone,Electronics,14,0
646,Customer_646,47,Female,Los Angeles,105907,65,6,28,Watch,Sports,5,0
647,Customer_647,63,Female,Chicago,30366,39,8,18,Laptop,Sports,16,0
648,Customer_648,31,Male,Los Angeles,22334,28,6,6,Shoes,Sports,16,0
649,Customer_649,22,Female,Houston,54279,71,8,3,Headphones,Fashion,18,0
650,Customer_650,26,Female,Los Angeles,46662,97,5,25,Phone,Sports,7,0
651,Customer_651,18,Male,Houston,126754,34,1,29,Phone,Fashion,5,0
652,Customer_652,23,Female,Houston,141166,47,4,22,Watch,Electronics,17,0
653,Customer_653,22,Female,Houston,56903,26,7,10,Headphones,Electronics,2,0
654,Customer_654,30,Male,Houston,116157,36,6,20,Phone,Electronics,16,0
655,Customer_655,20,Female,Los Angeles,89059,16,3,9,Watch,Electronics,9,0
656,Customer_656,60,Male,New York,82964,29,5,23,Laptop,Fashion,16,0
657,Customer_657,58,Female,Dallas,125053,15,4,16,Phone,Fashion,12,0
658,Customer_658,22,Male,Chicago,78069,68,1,24,Headphones,Sports,4,0
659,Customer_659,33,Female,Dallas,124142,21,7,13,Laptop,Sports,9,0
660,Customer_660,24,Male,Houston,88237,99,8,21,Phone,Sports,14,0
661,Customer_661,58,Female,New York,39597,4,7,25,Headphones,Electronics,16,0
662,Customer_662,43,Female,Los Angeles,59571,47,7,10,Headphones,Electronics,16,0
663,Customer_663,27,Female,Houston,129797,36,4,4,Headphones,Sports,14,0
664,Customer_664,32,Male,Los Angeles,73756,29,6,6,Watch,Sports,2,0
665,Customer_665,34,Male,New York,27736,82,5,3,Phone,Sports,18,0
666,Customer_666,55,Female,New York,49307,40,7,10,Headphones,Fashion,18,0
667,Customer_667,40,Male,Houston,83221,13,2,23,Phone,Sports,8,0
668,Customer_668,42,Female,Dallas,31362,61,2,26,Shoes,Fashion,8,0
669,Customer_669,18,Female,Houston,86584,95,1,11,Phone,Sports,18,0
670,Customer_670,40,Male,New York,37974,49,4,28,Headphones,Fashion,8,0
671,Customer_671,52,Female,Houston,24192,43,6,22,Laptop,Sports,19,0
672,Customer_672,43,Male,Chicago,129777,53,9,19,Watch,Fashion,5,0
673,Customer_673,28,Female,Dallas,111370,62,9,13,Shoes,Fashion,15,0
674,Customer_674,30,Male,Los Angeles,82570,15,6,2,Headphones,Sports,17,1
675,Customer_675,49,Male,Houston,63596,32,4,8,Laptop,Sports,4,0
676,Customer_676,57,Male,Houston,119722,18,6,23,Phone,Sports,3,0
677,Customer_677,21,Female,New York,82101,82,4,8,Laptop,Fashion,9,0
678,Customer_678,64,Female,Chicago,65982,3,1,17,Laptop,Sports,2,0
679,Customer_679,56,Female,Dallas,144083,86,6,4,Laptop,Sports,16,0
680,Customer_680,49,Male,Houston,113917,40,6,28,Phone,Fashion,6,0
681,Customer_681,29,Female,Dallas,43144,89,9,7,Laptop,Fashion,10,0
682,Customer_682,38,Male,New York,139706,22,3,16,Shoes,Sports,16,0
683,Customer_683,45,Male,Los Angeles,95546,15,6,1,Phone,Electronics,14,1
684,Customer_684,21,Female,New York,97568,76,6,2,Phone,Fashion,3,0
685,Customer_685,32,Male,New York,80691,16,6,12,Laptop,Electronics,2,0
686,Customer_686,45,Female,Houston,104790,88,8,29,Watch,Sports,10,0
687,Customer_687,39,Female,Chicago,30547,72,1,2,Shoes,Sports,12,0
688,Customer_688,42,Female,Los Angeles,91321,11,1,2,Phone,Fashion,6,1
689,Customer_689,45,Male,Houston,40149,27,9,29,Shoes,Sports,9,0
690,Customer_690,60,Male,Chicago,42449,24,5,14,Headphones,Electronics,2,0
691,Customer_691,29,Female,Chicago,96990,30,7,8,Phone,Electronics,6,0
692,Customer_692,63,Female,Houston,33489,46,4,11,Phone,Sports,10,0
693,Customer_693,62,Male,Houston,110185,82,7,19,Shoes,Fashion,9,0
694,Customer_694,64,Male,Houston,149072,19,8,11,Phone,Sports,11,0
